#,Time,Layers-Count,Optimizer,Min-Val-Loss,Max-Val-Acc,Fin-Test-Loss,Fin-Test-Acc
m1,15:17:07,5,Adam,0.10814317315816879,0.9765999913215637,0.12097237259149551,0.9760000109672546
